mrkl_shop_id;shop_name;business_name;identification_number;first_names;last_names;email;address;address_ref;phone;phone_secondary;logo;branch;web_site;description;UNIDAD DE NEGOCIO;DIVISI�N;ruc;created_at;trade_name;state
2337;TESVOR PERU;GRUPO MAFE S.A.C;20604415722;FELIX;MAZA;felix.maza.pe@gmail.com;CAVALLINI MZ N8 LOTE 1 DPTO 502 EDIF 4;null;938239840;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2337;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2337;www.tesvor.pe;Empresa dedicada exclusivamente a la importaci�n, venta y servicio t�cnico de las aspiradoras robot.;HOGAR;ELECTROHOGAR;20604415722;10/14/2019;TESVOR PERU;Abierta
2338;EPIC MUSIC PERU;EPICMUSIC PERU S.A.C;20605190732;Cristhina Isabel;Vivar Delgado;cvivar@epicmusic.com.pe;Calle Avicultores S/N altura del Km 21.3 de la Panamerica Sur, Zona Industrial La concordia;null;955815195;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2338;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2338;www.epicmusic.com.pe;null;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20605190732;10/14/2019;EPIC MUSIC PERU;Abierta
2339;Kimberly-Clark;DINET S.A.;20427919111;caroll;mu�oz;jesus.coaguila@dinet.com.pe;Calle 3 Lte 13 Asoc. Villa Rica Tablada de Lur�n � VES.;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2339;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2339;null;Kimberly-Clark y sus reconocidas marcas son una parte indispensable en la vida de las personas en m�s de 175 pa�ses. Guiados por el ingenio, la creatividad y la comprensi�n de las necesidades m�s esenciales de las personas, creamos productos que ayudan a las familias a mejorar su salud, higiene y bienestar. Nuestro portafolio de marcas, incluye Huggies, Kleenex, Scott, Kotex, Plenitud y Suave.;NUEVOS NEGOCIOS;CONSUMO MASIVO;20427919111;10/15/2019;Kimberly-Clark;Abierta
2347;RENZO COSTA;RENZO COSTA SAC;20138998780;VALERIA;GUTIERREZ;tiendaonline@renzocosta.com;Av. Prolongacion Arica Nro. 1865;null;+51 336 7799;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2347;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2347;null;Renzo Costa es una empresa peruana l�der en prendas y art�culos de cuero. Fundada en 1973 por la se�ora Marina Bustamante, hoy es una de las firmas m�s importantes de Latinoam�rica dentro de su rubro. La �Pasi�n por los cueros� de Renzo Costa lo ha llevado a dominar el arte de la marroquiner�a, ofreciendo art�culos de primera calidad y contando entre sus proveedores a las mejores curtiembres nacionales e internacionales. Es este amor por los detalles y el dise�o que mantiene a Renzo Costa a la vanguardia de la industria. Renzo Costa no solo se encuentra a la vanguardia de la moda. Tambi�n innova en la cultura laboral, brindando la oportunidad de integraci�n a la sociedad a j�venes con habilidades diferentes, gracias al programa �Renzo Costa piensa en m�.;BLANDOS;ACCESORIOS;20138998780;10/15/2019;RENZO COSTA;Abierta
2348;GAME CENTER;MASBRIN SAC;20555096977;jaime;bada;jbadapajilla@gmail.com;PASAJE JUAN CHAVEZ AGUIRE MZ U LOTE 4 HONOR Y LEALTAD SURCO;null;964696904;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2348;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2348;null;null;HOGAR;ELECTROHOGAR;20555096977;10/16/2019;GAME CENTER;Abierta
2350;TOPSA;TOPSA PERU S.A.C.;20340546653;OMAYRA;GONZALES;felectronicasprov@topsa.com.pe;JR. COMUNIDAD INDUSTRIAL 391 - CHORRILLOS - LIMA -LIMA;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2350;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2350;null;�Encuentra las �ltimas tendencias!, descubre la gran variedad de marcas, modelos y tratamientos de lentes que tenemos para ti. Marcas: Ray-Ban�, Oakley, Arnette, Carrera y m�s.;BLANDOS;ACCESORIOS;20340546653;10/18/2019;TOPSA;Abierta
2352;BABY GASH;BABY GASH S.A.C.;20602980589;Dayanna;Alegr�a;dalegria@babygash.com;Jr Puerto Pizarro mz B lote 10-La Molina;null;980272032;922675582;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2352;null;null;null;BLANDOS;INFANTIL;20602980589;10/25/2019;BABY GASH;Abierta
2353;SMARTPHONES PERU;SMARTPHONES PERU SAC;20563552515;Shirley;santiago;smartphones.peru@outlook.com;Av La Molina 1167 Tda 132 Centro comercial la Rotonda - La Molina;null;947344184;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2353;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2353;null;SMARTPHONES PERU Centro Autorizado de servicio SAMSUNG Lideres importadores directos de tel�fonos celulares libres de f�brica para cualquier operador tanto en el Per� como en el mundo. Especializada en la venta y distribuci�n de smartphones, accesorios y todo equipo tecnol�gico de gama media y alta. Contamos con un equipo t�cnico especializado en Apple y Android donde realizamos cambios de pantallas y bater�as, bot�n home , reparaci�n de equipos mojados, audio, placas, etc.;HOGAR;ELECTROHOGAR;20563552515;10/28/2019;SMARTPHONES PERU;Abierta
2354;Pippo Hipo;PIPPO HIPO EIRL;20604573638;javier;ortiz;pippohipo@hotmail.com;Jr. Bodegones 205 Dpto 302 Urb. Las Gardenias - Santiago de Surco;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2354;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2354;null;Somos una marca orgullosa de ser peruana, que busca apoyar a las familias en la crianza de sus hijos ofreciendo productos creativos y de buena calidad.;HOGAR;DECOHOGAR;20604573638;10/28/2019;Pippo Hipo;Abierta
2358;ZUMA SPORT;ZUMA SPORT E.I.R.L.;20555712791;GUILLERMO;HUAMANI;guillermo@zumasport.com.pe;AV PETIT THOUARS 5356 INT 3021 MIRAFLORES;null;+51 221 9525;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2358;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2358;null;Zuma Sport nace con la finalidad de colaborar con el desarrollo del deporte peruano con propuestas de calidad, modernas y adaptables a la realidad nacional. Representamos y distribuimos marcas l�deres globales especializadas en deportes, vida saludable y outdoor, atendiendo todos los canales de venta, mayorista, retail, corporativo e institucional.;BLANDOS;DEPORTES;20555712791;11/4/2019;ZUMA SPORT;Abierta
2360;SUMON LICORES;DISTRIBUIDORA SUMON S.R.L.;20122377238;kenneth;yacolca alvarado;medios@sumon.com.pe;A. CANADA 3770 URB. VILLA JARDIN SAN LUIS - LIMA - LIAMA;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2360;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2360;null;Somos DISTRIBUIDORA SUMON, una empresa con m�s de 40 a�os de trayectoria, por lo que somos referente en la venta de licores y una de las mejores opciones de compra en el mercado.;NUEVOS NEGOCIOS;CONSUMO MASIVO;20122377238;11/5/2019;SUMON LICORES;Abierta
2361;PRIME MUSIC;PRIME MUSIC S.A.C.;20510673124;dorian;romero;proveedores@primemusic.com.pe;Jiron Manuel Irribarren 1379, Surquillo;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2361;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2361;null;Prime Music S.A.C. inici� sus operaciones en el 2005, enfocada en la distribuci�n de las mejores marcas de instrumentos musicales y audio profesional, desarrollando el mercado musical de la mano con las principales empresas del rubro en el pa�s y comercio electr�nico.;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20510673124;11/5/2019;PRIME MUSIC;Abierta
2362;2SECURE;Juan Andres Jarufe Bijit;15605252092;Juan Andr�s;jarufe;juan.jarufe@2secure.pe;Jir�n Johann Sebastian Bach 261 D303, Surco, Lima;null;51938000677;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2362;null;www.2secure.pe;2SECURE�importa, representa y distribuye soluciones para la seguridad de las personas, empresa con m�s de 7 a�os de impecable trayectoria, con operaciones y ventas en diferentes pa�ses de Latinoam�rica asegurando calidad y eficiencia para nuestros clientes. En 2020 abre una divisi�n de representaci�n y distribuci�n de productos de diferentes categor�as como: Productos Gourmet, Ferreter�a, Computaci�n, Calzados de cuero, Aseo, Limpieza, Salud, Manualidades, Accesorios de parrilla y m�s. www.2secure.pe www.2ecuremedical.com;NUEVOS NEGOCIOS;SALUD;15605252092;11/6/2019;2SECURE;Abierta
2364;Mr Click;Mr. Click SAC;20605467165;paola;vargas;pvargas@mrclick.com;Calle chincha alta 120, Santiago de Surco;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2364;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2364;null;Bienvenido a la tienda de Ecommerce N�1 de Ripley, somos Mr.Click Per�. Nos especializamos en la comercializaci�n de art�culos electr�nicos, muebles y mundo gamer. Al elegirnos aseguras garant�a y calidad en todos nuestros productos.;HOGAR;ELECTROHOGAR;20605467165;11/7/2019;Mr Click;Abierta
2366;Crepier;Class Complements Sac;20329790682;OSWALDO;TOLEDO;otoledo@crepier.com;Av. el Sol Cruce Av. Los Forestales, Mz. F, Lote 5 y 6 Int. B-04 Villa El Salvador;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2366;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2366;null;null;BLANDOS;ACCESORIOS;20329790682;11/8/2019;Crepier;Abierta
2367;DELSEY;Class Complements Sac;20329790682;MAGALY;TIRADO;fact.electronica@crepier.com;Av. el Sol Cruce Av. Los Forestales, Mz. F, Lote 5 y 6 Int. B-04 Villa El Salvador;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2367;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2367;null;DELSEY tiene algo que la hace �nica, que se reconoce al instante y que le confiere su fama internacional. Es una marca cercana que propone equipaje a la imagen y semejanza de sus clientes, dise�ado para que su vida sea m�s f�cil y acompa�arlos durante sus viajes m�s inolvidables.;HOGAR;DECOHOGAR;20329790682;11/8/2019;DELSEY;temporal
2372;VICTORINOX TRAVEL GEAR;Class Complements Sac;20329790682;oswaldo;toledo;otoledo@crepier.com;Av. el Sol Cruce Av. Los Forestales, Mz. F, Lote 5 y 6 Int. B-04 Villa El Salvador;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2372;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2372;null;Desde su creaci�n hace m�s de 130 a�os , el enfoque constante de Victorinox ha sido la tradici�n, la calidad y la innovaci�n. La filisof�a de la empresa familiar se basa en valores solidos que garantizan un crecimiento continuo;BLANDOS;ACCESORIOS;20329790682;11/8/2019;VICTORINOX TRAVEL GEAR;temporal
2374;TRAMPOLIN;INVERSIONES REEH SAC;20552985568;VERONICA;LIEBMINGER;vliebminger@hotmail.com;CALLE LUIS FELIPE VILLARAN 306;null;2212879;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2374;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2374;null;Bienvenido a Trampolin! Jugar es esencial para el desarrollo de los ni�os. En el centro de Europa radican empresas que dise�an y fabrican hermosos juguetes. Sus juguetes entretienen, son educativos, despiertan la curiosidad y enriquecen la imaginaci�n de los ni�os. Nuestra empresa importa, distribuye y vende juguetes de estas maravillosas marcas en Per�. Nuestra gama abarca desde productos para beb�s hasta adolescentes. Todo de alta calidad, aprobados y de acuerdo con los controles de seguridad.;BLANDOS;INFANTIL;20552985568;11/18/2019;TRAMPOLIN;Abierta
2375;SANTA BEATRIZ;JUEGOS RECREATIVOS SANTA BEATRIZ SAC;20511719349;alvaro;perez;JUEGOS@SANTABEATRIZPERU.COM;Av. D Mza. R Lote. 06 Asoc.Pro.Viv.Velusa (Costado del Estadio Huanca) SJL;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2375;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2375;null;null;BLANDOS;INFANTIL;20511719349;11/18/2019;SANTA BEATRIZ;Abierta
2376;ECOLOGICS;Ecologics SAC;20604512825;humberto;viacava;humberto.viacava@ecologics.pe;Calle Coronel inclan 135 of404;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2376;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2376;null;Ecologics naci� en el 2016 para brindarle al Per� alternativas novedosas en el consumo y uso de productos que vayan alineados a la prevenci�n, protecci�n y manutenci�n del medio ambiente. Nuestros productos son siempre novedosos, creativos y funcionales y buscan romper con el estereotipo de que lo ecol�gico tiene que ser caro. Todos los productos de Ecologics tienen una ONG o proyecto de conservaci�n como aliado al que impulsan y promocionan a trav�s de sus ventas. Buscamos despertar conciencia y promover mejores h�bitos en los consumidores.;NUEVOS NEGOCIOS;CONSUMO MASIVO;20604512825;11/18/2019;ECOLOGICS;Abierta
2377;SBS Librer�a Internacional;SPECIAL BOOK SERVICES S.A.;20334403166;JOHANA;TOMAYLLA;jtomaylla@sbs.com.pe;Jr. Mcal Felipe Santiago Salaverry Nro. 542 (Espalda Hogar Cl�nica San Juan de Dios);null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2377;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2377;null;SBS Librer�a Internacional, tienda Online oficial de libros en Per� con 20 librer�as propias a nivel nacional y con sedes en Argentina y Brasil. En sbs.com.pe podr�s encontrar libros peruanos, libros de idiomas, libros profesionales, libros de dise�os de moda, mangas, c�mics, entre otros. Nuestro enfoque son los libros, somos expertos con m�s de 20 a�os en Per� y 30 en Brasil.;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20334403166;11/20/2019;SBS Librer�a Internacional;Abierta
2380;CALIMOD;INDUSTRIAS WINDSOR S.A.C.;20122895883;TANIA;BAUTISTA;asistenteretail09@calimod.com.pe;AV. LOS SAUCES 164;null;937470883;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2380;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2380;null;�Qui�nes somos? Somos una empresa peruana con m�s de 50 a�os de trayectoria en el mercado que constantemente innova para brindar calzados de calidad, moda, confort y dise�os para cada momento. Nuestros calzados son dise�ados y desarrollados acorde con las nuevas tecnolog�as, contamos con un proceso de fabricaci�n y control de calidad que nos permiten comercializar productos con alto valor para nuestros clientes. Todos nuestros colaboradores est�n comprometidos con los valores corporativos, de esta manera hemos logrado formar una empresa l�der en el sector calzado que promueve la innovaci�n y operaci�n sostenible.;BLANDOS;CALZADO;20122895883;11/20/2019;CALIMOD;Abierta
2383;AMAZON ANDES;AMAZON ANDES EXPORT S.A.C.;20548920478;Ana Maria;Amaya Felipe;finanzas@amazon-andes.com;Calle Galicia 174, Santiago de Surco;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2383;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2383;null;Desde hace m�s de 10 a�os producimos, comercializamos y exportamos los mejores productos naturales nativos de nuestro querido Per�. Nos mantenemos como l�der en nuestro pa�s gracias a que nuestros productos no tienen competencia en calidad y sostenibilidad como los nuestros. Contamos con productos como suplementos, vitaminas, aceites de cosm�tica natural y aromaterapia, para la salud y bienestar??. Nos mantenemos como l�der en el sector gracias a que nuestros productos no cuentan con competencia en calidad y sostenibilidad como los nuestros. Representamos a nuestro pa�s en m�s de 22 pa�ses del mundo??. Pertenecemos al movimiento BIOCOMERCIO Per�, que garantiza nuestro compromiso con la sostenibilidad ambiental, social y econ�mica de los productos derivados de nuestra biodiversidad Peruana??.;NUEVOS NEGOCIOS;SALUD;20548920478;11/20/2019;AMAZON ANDES;Abierta
2399;MAJOR Wines and Food;MAJOR CORPORATION SAC;20601737940;Jonathan;Mujica;jmujica@majorperu.com;Abraham Valdelomar 634 - Pueblo Libre;null;920801286;950407179;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2399;null;www.majorperu.com;Importamos y comercializamos vinos de las regiones m�s representativas de Portugal.;NUEVOS NEGOCIOS;CONSUMO MASIVO;20601737940;11/22/2019;MAJOR Wines and Food;Abierta
2404;SLAM RACING;SLAM RACING S.A.C;20604899401;ROY;ANDIA;ventas@slamracing.pe;CALLE SOLEDAD 165 - CHORRILLOS;null;955871025;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2404;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2404;null;Slam Racing es uno de los principales fabricantes de sillas de juego de Latinoam�rica, que produce productos de la m�s alta calidad disponibles en la actualidad. Con un enfoque en la ergonom�a, el dise�o y la funcionalidad, las sillas de juego Slam Racing se han convertido r�pidamente en la opci�n inteligente en la escena del deporte electr�nico. Nuestros equipos est�n a la vanguardia en el cumplimiento de los requisitos de durabilidad y comodidad de los profesionales del juego en todo el mundo.;HOGAR;ELECTROHOGAR;20604899401;12/2/2019;SLAM RACING;Abierta
2405;PERUGAME;FULL ECOMMERCE E.I.R.L.;20607638617;Jose;Gastelu;comercial@perugame.com;JR. SILLUSTANI 2434 URB. MANGOMARCA - SJL;null;null;null;null;null;null;null;HOGAR;ELECTROHOGAR;20607638617;12/4/2019;PERUGAME;Abierta
2406;MUNAIQUI;MUNAIQUI.SAC;20602808921;Paola;Colca;info@munaiqui.com.pe;Jr. Cajamarquilla 838 Urb. Z�rate;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2406;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2406;null;"Munaiqui significa �te quiero� en quechua por ello nuestro lema es "" Porque TE QUIERO te ofrezco lo mejor�. En Munaiqui puedes encontrar productos tecnol�gicos e innovadores para toda la familia.";NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20602808921;12/5/2019;MUNAIQUI;Abierta
2407;CLEMENTINE Y BASTIEN;CLEMENTINE PERU SAC;20548569622;RAUL;MORALES;admin@clebastien.com;Av. La Mar N� 1263 - Oficina N� 705;null;6913780;952053633;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2407;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2407;null;Ofrecemos una gran variedad de productos para bebes como art�culos para el aseo, alimentaci�n, ropa y mas. Descubre todos nuestros productos aqu�.;BLANDOS;INFANTIL;20548569622;12/6/2019;CLEMENTINE Y BASTIEN;Abierta
2408;EQUIPAK;EQUIPAK INTERNACIONAL S.R.L;20548340391;CHRISTIAN;MEDINA;cmedina@equipak.pe;AV. PETIT THOUARS 5250 , MIRAFLORES;null;2340432;986478029;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2408;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2408;null;null;BLANDOS;DEPORTES;20548340391;12/9/2019;EQUIPAK;Abierta
2410;CAPITANO;CAPITANO S.R.L;20604160279;SERGIO;VILLAVICENCIO;capitano.ropaurbana@gmail.com;JIRON ASTURIAS 148 DPTO. 302;null;985240745;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2410;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2410;null;Viste la pasi�n del f�tbol con Capitano.;BLANDOS;HOMBRE;20604160279;12/11/2019;CAPITANO;Abierta
2444;ENTEL;ENTEL PERU S.A.;20106897914;maritza;garcia;maritza.garcia@entel.pe;avenida circunvalaci�n 2886, San Borja;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2444;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2444;null;null;HOGAR;ELECTROHOGAR;20106897914;12/17/2019;ENTEL;temporal
2445;JM SPORT PERU;MEDINA ROSAS JUAN;10428418226;JUAN;MEDINA;ventas@jmsportperu.com;AV AVIACION 2410 STAND 108 CC MULTICENTRO SAN BORJA;null;957568040;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2445;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2445;null;"AL PRINCIPIO ERA UNA PASI�N, HOY UNA EMPRESA Este es el recorrido de la Familia Medina, desde hace casi 8 a�os por un inter�s com�n en el mercado del deporte y una marcada aptitud empresarial, que les ha guiado en el recorrido desde la apertura del primer logo comercial hasta la creaci�n de JM SPORT PERU. UNA REALIDAD EN CRECIMIENTO Iniciada en 2009, para el suministro de uniformes y equipos a las asociaciones deportivas, hoy en d�a una realidad empresarial concreta. UNA EMPRESA COMPLETA La empresa estudia, dise�a y fabrica prendas de vestir y equipos para las artes marciales y los deportes de combate, con una especial atenci�n a la innovaci�n en el dise�o y los materiales. A esta actividad se suma la comercializaci�n de m�s de 11 marcas de nivel internacional. 100% karate Nuestra gran diferencia es poder comercializar en un solo lugar productos nacionales e internacionales para el uso exclusivo de karate deportivo o karate tradicional, conociendo al m�nimo detalle cada art�culo y a la vez otorgando la garant�a e informaci�n correspondiente por todo producto despachado por JM SPORT PER�. COMBATIENTES EN EL TRABAJO JM SPORT PER� es un socio comercial confiable, capaz de generar valor y rentabilidad para todos los actores implicados. LAS MARCAS JM SPORT PERU La estrategia de la empresa apunta a un creciente fortalecimiento de las marcas de propiedad y paralelamente a una cuidadosa y constante selecci�n de las marcas a administrar: t�cnicas, pero a la vez capaces de transmitir emociones al consumidor; permiti�ndole imponerse como proveedor clave de equipos para deportes de combate en las tiendas multimarcas y en aquellas especializadas.";BLANDOS;DEPORTES;10428418226;12/18/2019;JM SPORT PERU;Abierta
2448;Bestway;CONSORCIO SUR ANDINO S.A.C.;20519342457;Brayn;Santana;bsantana@globalamerica.com.pe;Av. Defensores del Morro (Antes Av. Huaylas)1277� Chorrillos;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2448;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2448;null;null;BLANDOS;DEPORTES;20519342457;12/19/2019;Bestway;Abierta
2449;National Geographic;CONSORCIO SUR ANDINO S.A.C.;20519342457;Brayn;Santana;bsantana@globalamerica.com.pe;Av. Defensores del Morro (Antes Av. Huaylas)1277� Chorrillos;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2449;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2449;null;null;BLANDOS;DEPORTES;20519342457;12/19/2019;National Geographic;Abierta
2450;Game Power;CONSORCIO SUR ANDINO S.A.C.;20519342457;Brayn;Santana;bsantana@globalamerica.com.pe;Av. Defensores del Morro (Antes Av. Huaylas)1277� Chorrillos;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2450;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2450;null;null;BLANDOS;INFANTIL;20519342457;12/19/2019;Game Power;Abierta
2451;American Plastic Toys;CONSORCIO SUR ANDINO S.A.C.;20519342457;Brayn;Santana;bsantana@globalamerica.com.pe;Av. Defensores del Morro (Antes Av. Huaylas)1277� Chorrillos;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2451;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2451;null;null;BLANDOS;INFANTIL;20519342457;12/19/2019;American Plastic Toys;Abierta
2452;Cool Pets;CONSORCIO SUR ANDINO S.A.C.;20519342457;Brayn;Santana;bsantana@globalamerica.com.pe;Av. Defensores del Morro (Antes Av. Huaylas)1277� Chorrillos;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2452;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2452;null;null;NUEVOS NEGOCIOS;MASCOTAS;20519342457;12/19/2019;Cool Pets;temporal
2453;Northwest;CONSORCIO SUR ANDINO S.A.C.;20519342457;Brayn;Santana;bsantana@globalamerica.com.pe;Av. Defensores del Morro (Antes Av. Huaylas)1277� Chorrillos;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2453;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2453;null;null;HOGAR;DECOHOGAR;20519342457;12/19/2019;Northwest;Abierta
2455;Imagen Intima;Ima Group SAC;20600543394;Andrea;Gonzalez;ventas@imagenintima.pe;Calle Monte Alegre 143 of 202 Chacarilla Surco;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2455;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2455;www.imagenintima.pe;Volveremos con m�s novedades despu�s de este descanso que estamos tomando. Gracias por la confianza;BLANDOS;BELLEZA;20600543394;12/24/2019;Imagen Intima;temporal
2456;CAT OH PET SHOP;KATCE PETS SAC;20603074387;cesar;peralta;ventas@cat-oh.com;Av. Benavides 347, int 16, 2do piso, Miraflores;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2456;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2456;www.cat-oh.com;Contamos con productos �nicos y exclusivos para perros y gatos;NUEVOS NEGOCIOS;MASCOTAS;20603074387;12/31/2019;CAT OH PET SHOP;Abierta
2457;TEKKO PERU;TEKKO PERU S.A.C.;20602872468;santiago;seminario;santiago@tekkoperu.com;Av. Jose Galvez 2238 - Lince;null;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2457;null;null;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20602872468;1/8/2020;TEKKO PERU;Abierta
2458;RAZOR;YOUROUTLET PERU S.A.C.;20553205191;IVAN;QUIROZ;iquiroz@youroutlet.pe;CALLE NARCISO DE LA COLINA 421, OFICINA 1101, MIRAFLORES;null;960882472;null;null;null;null;null;BLANDOS;Infantil;20553205191;1/8/2020;RAZOR;Abierta
2459;PG;VULTEC PERU S.A.C.;20602123112;claudine;martinez;cmartinez@vultec.pe;CAL.LOMA UMBROSA NRO. 404 LIMA - LIMA - SANTIAGO DE SURCO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2459;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2459;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20602123112;1/8/2020;PG;Abierta
2461;KAMASA;KAMASA KAILI LATAM SAC;20601692598;vanessa;lopez;vanessa.lopez@grupokamasa.com;JR. CUZCO NRO. 950 BARRIOS ALTOS LIMA-LIMA-LIMA;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2461;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2461;null;Las herramientas perfectas y de alta duraci�n las tenemos en distintas tintas marcas KAMASA - ASAKI buena en ferreter�a, KAILI 100% en maquinarias, obten buen uso de tus herramientas para alcanzar tu �xito.;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20601692598;1/13/2020;KAMASA;Abierta
